id,user_id,opp_id,user_strat,opp_strat,complete,seen_bit,created_at,updated_at,stage_id,user_time_left,opp_time_left,user_history,opp_history,fb_friend,same_parity,mutual_friends
3598,143,252,f,f,t,f,2.653574606,3.132493449,5,202,194,0,0,f,f,0
8905,143,258,t,f,t,t,2.858383495,3.133109028,3,226,178,0,0,f,f,0
8893,192,312,t,f,t,f,2.857369225,3.713385903,4,192,203,0,0,f,t,0
8551,282,231,f,f,t,t,2.820931088,4.408074074,6,202,56,0,0,t,f,64
11702,117,117,f,t,f,f,3.133765035,3.133765035,1,,,,,,,
6540,300,231,f,f,t,t,2.805879572,3.206066019,4,235,-92,0,0,f,f,0
8775,286,286,f,t,t,t,2.82179787,2.821836076,1,,,,,f,t,
8789,300,300,f,t,t,t,2.82764316,2.828663426,1,,,,,f,t,
8790,300,300,f,f,t,t,2.828724178,2.828845822,1,,,,,f,t,
8794,300,300,f,f,f,f,2.82915816,2.82915816,1,,,,,,,
8800,214,300,,t,f,f,2.829960579,2.829960752,2,,,,,,,
8805,56,295,,f,f,f,2.830893356,2.830893484,2,,,,,,,
8814,290,290,f,f,f,f,2.832632303,2.832632303,1,,,,,,,
8818,302,302,t,t,t,t,2.835285,2.835360764,1,,,,,f,t,
8821,121,300,,t,f,f,2.836546678,2.836547002,5,,,,,,,
8815,303,303,f,f,t,t,2.833891505,2.836928021,1,,,,,f,t,
8831,302,302,f,t,f,f,2.837164421,2.837164421,1,,,,,,,
8834,303,303,f,f,t,t,2.837279387,2.837817477,1,,,,,f,t,
8840,80,300,,t,f,f,2.838039919,2.838040035,5,,,,,,,
8842,222,300,,t,f,f,2.838120914,2.838121076,5,,,,,,,
8844,303,303,t,f,t,t,2.839026644,2.839287106,1,,,,,f,t,
8816,304,304,f,f,t,t,2.834069248,2.839744144,1,,,,,f,t,
8848,54,305,,t,f,f,2.840051863,2.840052014,2,,,,,,,
8850,289,300,,t,f,f,2.841091736,2.841092014,6,,,,,,,
8853,77,300,,t,f,f,2.841266019,2.841266134,6,,,,,,,
8857,302,306,,t,f,f,2.842329329,2.842329433,3,,,,,,,
8856,307,307,t,f,t,t,2.84231059,2.842897905,1,,,,,f,t,
8858,307,307,f,f,t,t,2.842958646,2.843128889,1,,,,,f,t,
8860,307,307,f,f,f,f,2.843289375,2.843289375,1,,,,,,,
8873,238,309,,f,f,f,2.848005868,2.848006019,3,,,,,,,
8877,312,312,f,t,t,t,2.856101447,2.856208368,1,,,,,f,t,
8886,40,312,,f,f,f,2.856821308,2.856821458,6,,,,,,,
8891,312,312,f,t,t,t,2.85723912,2.85726956,1,,,,,f,t,
8892,312,312,f,t,t,t,2.857337326,2.857567951,1,,,,,f,t,
8897,306,312,,f,f,f,2.857734711,2.857734826,2,,,,,,,
8888,311,311,f,t,t,t,2.857018356,2.857959398,1,,,,,f,t,
8889,314,314,f,t,t,t,2.857080972,2.858227674,1,,,,,f,t,
8904,314,314,t,t,t,t,2.858289572,2.858350278,1,,,,,f,t,
8907,315,315,f,f,t,t,2.8585936,2.860225116,1,,,,,f,t,
8226,461,,,f,,,2.820826447,2.820826447,7,,,,,,,
8227,462,,,f,,,2.820826725,2.820826725,7,,,,,,,
8232,467,,,f,,,2.820830799,2.820830799,7,,,,,,,
8235,470,,,f,,,2.820832025,2.820832025,7,,,,,,,
8237,472,,,f,,,2.820832488,2.820832488,7,,,,,,,
8244,478,,,f,,,2.820833796,2.820833796,7,,,,,,,
8246,480,,,f,,,2.820834109,2.820834109,7,,,,,,,
8251,484,,,f,,,2.82083478,2.82083478,7,,,,,,,
8252,485,,,f,,,2.820835104,2.820835104,7,,,,,,,
8255,487,,,f,,,2.820835324,2.820835324,7,,,,,,,
8256,488,,,f,,,2.820835579,2.820835579,7,,,,,,,
8262,495,,,f,,,2.820836447,2.820836447,7,,,,,,,
8265,496,,,f,,,2.820836644,2.820836644,7,,,,,,,
8267,498,,,f,,,2.820836898,2.820836898,7,,,,,,,
8995,130,323,,f,f,f,2.878006794,2.878007477,2,,,,,,,
11681,378,378,f,f,t,t,3.131341667,3.131471586,1,,,,,f,t,
8996,137,323,,f,f,f,2.878209722,2.878209954,2,,,,,,,
8890,197,312,t,f,t,f,2.857193611,2.880878137,2,245,206,0,0,f,f,0
8967,315,315,t,f,t,t,2.870260382,2.883255359,1,,,,,f,t,
9010,327,327,f,t,t,t,2.883785185,2.88386831,1,,,,,f,t,
9015,327,327,t,t,t,t,2.884372755,2.88443537,1,,,,,f,t,
9016,327,327,f,f,t,t,2.884496412,2.884529294,1,,,,,f,t,
9017,327,327,f,f,f,f,2.884590706,2.884590706,1,,,,,,,
9019,115,115,t,f,t,t,2.888515775,2.888749919,1,,,,,f,t,
9021,115,115,f,t,t,t,2.888921863,2.889030498,1,,,,,f,t,
9022,115,115,t,f,t,t,2.889095995,2.890527049,1,,,,,f,t,
2901,115,215,t,t,t,f,2.581035637,2.891405498,3,237,202,100,0,f,t,0
3835,115,228,f,f,t,f,2.684136852,2.892396389,4,223,230,100,0,f,f,0
8851,115,300,t,t,t,f,2.841188657,2.895572917,6,145,190,100,100,f,f,0
9025,328,328,f,t,t,t,2.896919433,2.898454722,1,,,,,f,t,
2800,2,209,f,t,t,t,2.536789317,2.899499919,2,41,250,0,0,t,f,83
2625,115,95,t,t,t,t,2.517308183,2.904578345,6,146,95,100,60,t,t,27
11684,378,378,f,t,t,t,3.131531771,3.131587512,1,,,,,f,t,
8896,218,312,t,f,t,f,2.857523831,7.365286157,5,170,202,100,0,f,t,0
9029,209,209,t,f,t,t,2.899434884,7.370941088,1,,,,,f,t,
6493,258,231,f,f,t,t,2.80587147,3.206066644,4,210,-206,0,0,f,f,1
8778,286,286,f,f,t,t,2.821999086,3.921894363,1,,,,,f,t,
9034,57,95,,t,f,f,2.907351701,2.907352037,5,,,,,,,
8928,3,311,f,f,t,t,2.86233537,3.77739794,6,32,206,60,0,f,t,0
9038,207,169,f,f,t,f,2.910159502,4.245298796,5,197,201,0,0,f,t,0
9041,288,169,,f,f,f,2.910351262,2.910351447,2,,,,,,,
8910,161,258,t,f,t,t,2.859015255,4.190782697,5,223,83,0,20,f,f,0
9044,29,169,,f,f,f,2.910666076,2.91066625,4,,,,,,,
8269,294,294,t,t,t,t,2.820853623,2.820909051,1,,,,,f,t,
9036,169,169,f,t,t,t,2.909992963,2.91310985,1,,,,,f,t,
9048,169,169,f,t,f,f,2.91317397,2.91317397,1,,,,,,,
7040,303,231,f,f,t,t,2.805997697,2.922031968,3,244,-96,0,0,f,t,0
7043,305,231,f,f,t,t,2.805998484,2.922032037,3,246,-133,0,0,f,t,0
9042,272,169,t,f,t,f,2.910456111,2.942581157,6,182,202,100,0,f,f,1
8782,296,296,f,t,t,t,2.824690787,3.008410718,1,,,,,f,t,
4279,197,231,f,f,t,t,2.72910287,3.087238947,6,212,-603,0,0,f,t,0
5510,276,231,f,f,t,t,2.804177847,3.087239028,6,224,-15,0,0,f,f,0
5490,258,231,f,f,t,t,2.804173704,3.087239097,6,190,-223,0,0,f,f,1
4398,311,231,f,f,t,t,2.729124051,3.087239167,6,219,-294,0,0,f,t,0
4396,314,231,f,f,t,t,2.729123588,3.087239248,6,239,-317,0,0,f,f,0
9028,328,328,t,t,t,t,2.898794838,3.106492882,1,,,,,f,t,
8772,294,294,f,t,f,f,2.821083241,2.821083241,1,,,,,,,
7748,286,286,f,t,t,t,2.811800602,2.821446516,1,,,,,f,t,
8776,286,286,t,t,t,t,2.821899387,2.821937095,1,,,,,f,t,
8777,295,295,f,t,t,t,2.821902303,2.82204,1,,,,,f,t,
8786,297,297,f,f,t,t,2.826346481,2.826499317,1,,,,,f,t,
8793,300,300,t,f,t,t,2.829066169,2.829097627,1,,,,,f,t,
8799,301,301,f,t,f,f,2.829925289,2.829925289,1,,,,,,,
8798,297,297,f,f,t,t,2.829923692,2.829999479,1,,,,,f,t,
8820,203,203,f,f,f,f,2.835982766,2.835982766,1,,,,,,,
8828,302,302,f,f,t,t,2.837078715,2.837103866,1,,,,,f,t,
8833,303,303,f,f,t,t,2.837178206,2.83721338,1,,,,,f,t,
8852,255,300,,t,f,f,2.841212778,2.84121294,6,,,,,,,
8854,306,306,f,f,f,f,2.841858148,2.841858148,1,,,,,,,
8859,307,307,t,f,t,t,2.843189363,2.843228877,1,,,,,f,t,
8869,309,309,f,f,t,t,2.845381563,2.846468681,1,,,,,f,t,
8879,312,312,f,t,t,t,2.856365313,2.856398021,1,,,,,f,t,
8876,311,311,f,t,t,t,2.855675498,2.856469549,1,,,,,f,t,
8881,311,311,t,f,t,t,2.8565325,2.856585683,1,,,,,f,t,
8884,311,311,f,f,t,t,2.856647083,2.856956968,1,,,,,f,t,
8883,313,313,f,t,t,t,2.856600521,2.857996076,1,,,,,f,t,
8909,313,313,f,f,f,f,2.858654722,2.858654722,1,,,,,,,
8911,158,258,,f,f,f,2.859237002,2.859237118,6,,,,,,,
8900,311,311,f,t,t,t,2.858020833,2.860070231,1,,,,,f,t,
8912,316,316,f,t,t,t,2.860114109,2.860303738,1,,,,,f,t,
8916,315,315,f,f,t,t,2.860429456,2.860461586,1,,,,,f,t,
8917,289,313,,t,f,f,2.860484097,2.860484236,2,,,,,,,
8922,293,293,f,t,f,f,2.861286157,2.861286157,1,,,,,,,
8925,238,311,,f,f,f,2.862117963,2.86211809,3,,,,,,,
8926,251,313,,t,f,f,2.862139444,2.862139572,3,,,,,,,
8932,317,317,f,t,f,f,2.863044826,2.863044826,1,,,,,,,
8934,319,319,f,f,t,t,2.864067882,2.864408796,1,,,,,f,t,
8933,318,318,f,t,t,t,2.864022037,2.864932975,1,,,,,f,t,
9000,325,325,f,t,t,t,2.878458819,2.879489653,1,,,,,f,t,
8771,294,294,f,f,t,t,2.820970093,2.821022523,1,,,,,f,t,
8773,286,286,t,f,t,t,2.821508819,2.821634306,1,,,,,f,t,
8774,286,286,t,f,t,t,2.821697697,2.821735359,1,,,,,f,t,
8779,295,295,f,f,t,t,2.822100428,2.822154132,1,,,,,f,t,
8780,295,295,f,t,f,f,2.82221581,2.82221581,1,,,,,,,
8784,298,298,f,t,t,t,2.825463275,2.825868877,1,,,,,f,t,
8785,298,298,f,f,f,f,2.825929907,2.825929907,1,,,,,,,
8783,297,297,f,f,t,t,2.824793866,2.826281111,1,,,,,f,t,
15979,423,423,f,f,t,t,3.337054965,3.337138322,1,,,,,f,t,
8795,301,301,f,t,t,t,2.829362384,2.829644387,1,,,,,f,t,
13809,413,413,t,t,t,t,3.263477708,3.26355647,1,,,,,f,t,
8796,301,301,f,t,t,t,2.8297061,2.829766146,1,,,,,f,t,
8797,301,301,t,t,t,t,2.829827025,2.829863102,1,,,,,f,t,
8803,297,297,f,f,t,t,2.830186019,2.830634931,1,,,,,f,t,
7762,291,291,f,f,t,t,2.816415313,2.831169838,1,,,,,f,t,
8804,297,297,f,t,t,t,2.830695775,2.831185613,1,,,,,f,t,
9007,315,315,f,f,t,t,2.883425382,2.883476424,1,,,,,f,t,
8809,297,297,f,f,t,t,2.831648322,2.831791563,1,,,,,f,t,
9008,315,315,f,t,f,f,2.883539931,2.883539931,1,,,,,,,
7768,290,290,f,f,t,t,2.8192086,2.832571262,1,,,,,f,t,
8817,30,300,,t,f,f,2.834240741,2.834240914,2,,,,,,,
8792,203,203,t,t,t,t,2.829006181,2.835945567,1,,,,,f,t,
9012,327,327,t,f,t,t,2.884020868,2.884064525,1,,,,,f,t,
8822,131,300,,t,f,f,2.836695289,2.836695579,5,,,,,,,
8819,302,302,t,f,t,t,2.835421447,2.836904213,1,,,,,f,t,
8824,302,302,f,t,t,t,2.836971933,2.83701809,1,,,,,f,t,
8826,60,300,,t,f,f,2.837018727,2.837018993,5,,,,,,,
9013,327,327,f,f,t,t,2.884125312,2.884157431,1,,,,,f,t,
8827,266,300,,t,f,f,2.837078356,2.837078588,5,,,,,,,
8830,204,300,,t,f,f,2.837142234,2.837142546,5,,,,,,,
9020,115,115,t,f,t,t,2.888815185,2.888858553,1,,,,,f,t,
8832,109,300,,t,f,f,2.837175463,2.837176088,5,,,,,,,
8838,195,303,,f,f,f,2.837683194,2.837683368,6,,,,,,,
8823,305,305,f,f,t,t,2.836774398,2.838114873,1,,,,,f,t,
8808,115,291,t,t,t,f,2.831472685,2.893466829,5,182,190,0,100,f,t,0
8812,297,297,f,t,t,t,2.831847118,3.360961794,1,,,,,f,t,
9026,115,115,f,t,f,f,2.897039039,2.897039039,1,,,,,,,
8887,86,312,f,f,t,f,2.856938194,3.505770347,2,145,207,20,0,f,t,0
8863,40,97,,f,f,f,2.843661852,2.843662037,3,,,,,,,
9030,215,95,,t,f,f,2.906993935,2.906994062,6,,,,,,,
8867,269,166,,t,f,f,2.844873912,2.844874201,6,,,,,,,
8871,309,309,f,f,t,t,2.846529502,6.957148067,1,,,,,f,t,
8847,283,303,t,t,t,t,2.839804398,7.155785903,2,184,138,100,100,f,t,1
8855,64,306,f,f,t,f,2.842136806,7.374430775,2,214,192,0,0,f,t,0
11690,369,374,f,f,t,f,3.132450012,9.146679201,2,202,152,0,0,f,f,1
8781,74,295,t,f,t,f,2.823002894,7.400594803,2,217,140,40,100,f,f,0
8865,74,97,t,f,t,t,2.843813681,8.784714965,6,125,66,0,100,f,f,0
8866,308,308,f,f,t,t,2.84458309,2.846597454,1,,,,,f,t,
8872,308,308,f,f,f,f,2.846658727,2.846658727,1,,,,,,,
8880,312,312,f,f,t,t,2.856459259,2.856532037,1,,,,,f,t,
4823,95,231,t,f,t,t,2.803818044,3.449215127,2,47,-605,80,0,f,t,1
8882,312,312,f,f,t,t,2.856599757,2.857112106,1,,,,,f,t,
9032,137,95,,t,f,f,2.90710647,2.907106597,6,,,,,,,
8898,184,312,,f,f,f,2.857739201,2.857739502,2,,,,,,,
5067,334,231,f,f,t,t,2.803866319,3.44921522,2,250,210,0,0,f,f,0
8899,263,312,,f,f,f,2.857754942,2.857755116,2,,,,,,,
9040,315,169,,f,f,f,2.910249884,2.910250046,3,,,,,,,
8903,303,258,f,f,t,t,2.858271238,3.483385741,3,195,146,0,0,f,f,0
8913,311,311,f,f,f,f,2.860134097,2.860134097,1,,,,,,,
8914,315,315,f,t,t,t,2.860290509,2.860366771,1,,,,,f,t,
8915,316,316,t,t,t,t,2.860367697,2.860514954,1,,,,,f,t,
8919,316,316,f,f,t,t,2.860576551,2.860662674,1,,,,,f,t,
8923,317,317,f,f,t,t,2.861684051,2.862752963,1,,,,,f,t,
8921,316,316,f,f,t,t,2.860725012,2.86425669,1,,,,,f,t,
8935,316,316,t,f,t,t,2.864318403,2.86437294,1,,,,,f,t,
9043,306,169,,f,f,f,2.910602407,2.910602523,5,,,,,,,
9049,168,95,,f,f,f,2.913279306,2.913279549,5,,,,,,,
11697,95,101,t,f,t,t,3.133398009,3.133813692,5,79,212,100,0,t,t,126
9053,34,95,,t,f,f,2.9137725,2.913772778,6,,,,,,,
9054,129,95,,f,f,f,2.913847847,2.913848102,6,,,,,,,
8811,247,291,f,t,t,f,2.831819109,4.634110937,5,172,189,0,100,t,t,25
9056,23,95,,f,f,f,2.914091852,2.914092303,5,,,,,,,
11709,95,101,t,f,t,t,3.134537465,3.134679016,5,250,240,100,0,t,t,126
9057,135,95,,t,f,f,2.914227454,2.914227685,6,,,,,,,
9058,329,329,f,f,t,t,2.916668704,2.918529086,1,,,,,f,t,
3650,132,231,f,f,t,t,2.659559248,2.922029954,3,152,35,0,0,f,f,0
6907,169,231,f,f,t,t,2.805971088,2.922030301,3,213,-638,0,0,f,t,0
6939,197,231,f,f,t,t,2.80597978,2.922031354,3,239,-576,0,0,f,t,0
7032,295,231,f,f,t,t,2.805996424,2.92203169,3,244,90,0,0,f,t,0
6832,95,231,t,f,t,t,2.805946123,2.922031875,3,56,-606,0,0,f,t,1
6850,115,231,t,f,t,t,2.805950683,2.922032095,3,246,-628,0,0,f,t,0
7050,313,231,t,f,t,t,2.805999456,2.922032234,3,246,-310,0,0,f,t,0
9060,329,329,f,t,t,t,2.923377685,2.923533287,1,,,,,f,t,
9064,330,330,t,t,t,t,2.926182963,2.926246493,1,,,,,f,t,
9065,330,330,f,t,t,t,2.926308368,2.926365544,1,,,,,f,t,
9069,331,331,f,t,f,f,2.934028796,2.934028796,1,,,,,,,
9068,332,332,f,f,t,t,2.930657025,2.934054491,1,,,,,f,t,
9070,332,332,f,t,t,t,2.934115741,2.934187569,1,,,,,f,t,
9071,332,332,f,t,t,t,2.934248542,2.934284421,1,,,,,f,t,
9072,289,331,,f,f,f,2.934355197,2.934355324,2,,,,,,,
6536,297,231,t,f,t,t,2.80587919,3.206066875,4,239,21,0,0,f,t,0
6352,115,231,t,f,t,t,2.805786065,3.206067292,4,236,-627,0,0,f,t,0
9081,334,334,f,t,t,t,2.940701042,2.941665995,1,,,,,f,t,
5392,166,231,t,f,t,t,2.804151979,3.087239398,6,175,-147,100,0,f,f,0
4410,329,231,f,f,t,t,2.729126343,3.087239468,6,219,237,0,0,f,t,0
5935,197,231,f,f,t,t,2.805686481,3.088161331,5,225,-590,0,0,f,t,0
8924,306,311,,f,f,f,2.861818183,2.861818426,2,,,,,,,
8931,317,317,t,f,t,t,2.862945949,2.86298412,1,,,,,f,t,
9006,315,315,f,t,t,t,2.883319167,2.883362512,1,,,,,f,t,
9011,327,327,t,f,t,t,2.883929653,2.883959722,1,,,,,f,t,
9018,325,325,f,f,t,t,2.885685069,2.88572684,1,,,,,f,t,
3119,143,215,t,t,t,f,2.615318148,3.131862361,4,217,201,0,0,f,t,0
3797,115,228,f,f,t,f,2.682212257,2.893232685,5,195,223,100,0,f,f,0
3608,244,224,f,f,t,t,2.655644745,3.153833981,2,205,62,0,0,f,t,2
9024,10,115,,t,f,f,2.895995162,2.895995359,2,,,,,,,
9023,115,115,f,f,t,t,2.890591192,2.896976354,1,,,,,f,t,
9027,328,328,f,f,t,t,2.898515637,2.898734005,1,,,,,f,t,
4624,272,1,t,f,t,t,2.740949757,3.203481215,6,165,121,100,60,f,f,0
6430,197,231,f,f,t,t,2.805813287,3.206067477,4,232,-583,0,0,f,t,0
6330,95,231,t,f,t,t,2.805783044,3.206067662,4,41,-604,40,0,f,t,1
2355,2,169,f,f,t,t,2.462842905,2.909763762,2,200,250,0,0,f,f,0
6511,272,231,t,f,t,t,2.805874306,3.206067743,4,234,201,0,0,f,f,0
9037,76,169,,f,f,f,2.910112326,2.910112512,6,,,,,,,
6572,334,231,f,f,t,t,2.805885938,3.206067847,4,239,200,0,0,f,f,0
9039,62,169,,f,f,f,2.910204711,2.910204896,4,,,,,,,
9103,2,22,f,f,t,t,2.950172604,3.214877708,6,101,246,60,0,t,t,42
9045,6,169,,f,f,f,2.910749051,2.910749259,3,,,,,,,
9079,272,331,t,f,t,t,2.940116678,3.797407859,2,250,196,0,0,t,f,83
15980,423,423,f,t,f,f,3.337200475,3.337200475,1,,,,,,,
9050,37,95,,t,f,f,2.913460405,2.913460775,5,,,,,,,
4894,167,231,f,f,t,t,2.803831169,3.449215486,2,250,168,0,0,f,t,1
9059,329,329,t,t,t,t,2.918592558,2.923312882,1,,,,,f,t,
9061,329,329,t,f,t,t,2.9235961,2.923731123,1,,,,,f,t,
9063,330,330,f,t,t,t,2.925428808,2.926121065,1,,,,,f,t,
9066,330,330,f,f,f,f,2.926427257,2.926427257,1,,,,,,,
9067,331,331,f,f,t,t,2.929173044,2.933967963,1,,,,,f,t,
9073,332,332,t,t,t,t,2.934359317,2.934404699,1,,,,,f,t,
9075,333,333,f,f,f,f,2.934502384,2.934502384,1,,,,,,,
9074,332,332,t,t,t,t,2.934467789,2.934503264,1,,,,,f,t,
9052,256,95,f,t,t,t,2.913728773,4.497805359,6,217,212,0,40,f,f,0
9076,332,332,t,f,t,t,2.934565046,2.938756053,1,,,,,f,t,
9078,332,332,f,t,f,f,2.938818218,2.938818218,1,,,,,,,
4727,244,282,f,f,t,t,2.80375059,3.512249792,3,188,216,0,0,f,t,1
3409,22,220,t,t,t,t,2.634795289,3.56956691,3,84,120,20,100,f,t,1
9080,290,331,,f,f,f,2.940222685,2.940223044,2,,,,,,,
8862,272,97,t,t,t,t,2.843548657,3.823502755,3,235,137,100,0,f,f,0
9082,334,334,t,t,t,t,2.941729745,2.941812928,1,,,,,f,t,
9083,334,334,t,t,t,t,2.941872882,2.941923171,1,,,,,f,t,
9084,334,334,f,f,f,f,2.941985833,2.941985833,1,,,,,,,
9062,329,329,f,t,t,t,2.92379463,2.992384178,1,,,,,f,t,
3434,22,220,f,f,t,t,2.639257766,3.569673542,4,74,119,20,0,f,t,1
9085,335,335,t,f,t,t,2.942181956,2.943938391,1,,,,,f,t,
8861,14,97,f,t,t,t,2.843477674,8.784605764,2,166,61,20,80,f,f,0
8998,114,323,t,f,t,t,2.878339213,9.732809722,2,8,178,60,0,f,f,0
9086,272,272,t,t,t,t,2.942956111,10.22014498,1,,,,,f,t,
9087,335,335,f,f,t,t,2.944002824,2.944107049,1,,,,,f,t,
1987,2,22,f,f,t,t,2.391522384,2.944402616,4,117,104,20,20,t,t,42
9091,257,331,t,t,t,t,2.944862083,3.797097627,3,238,197,0,100,f,t,0
9089,319,331,,t,f,f,2.944468137,2.944468322,6,,,,,,,
9088,335,335,f,f,t,t,2.944168171,4.278145532,1,,,,,f,t,
9090,35,331,,t,f,f,2.944649271,2.94464956,5,,,,,,,
9033,118,95,f,t,t,t,2.907177315,4.497805243,6,135,230,0,0,f,f,8
9094,34,335,,f,f,f,2.945550961,2.945551123,2,,,,,,,
9095,23,22,,f,f,f,2.947485428,2.947485683,2,,,,,,,
9097,58,22,,f,f,f,2.948320046,2.948320231,4,,,,,,,
9099,23,22,,t,f,f,2.949686516,2.949690498,5,,,,,,,
9101,58,22,,t,f,f,2.949823738,2.949824363,5,,,,,,,
9104,58,22,,f,f,f,2.950238333,2.950238461,6,,,,,,,
2289,167,167,t,t,t,t,2.452919595,2.954129502,1,,,,,f,t,
9107,167,167,t,f,t,t,2.954194873,2.954327072,1,,,,,f,t,
8956,167,319,t,f,t,f,2.867529618,2.955910463,4,226,206,100,0,f,t,0
9108,167,167,f,t,t,t,2.954391181,2.957277674,1,,,,,f,t,
9110,167,167,f,t,t,t,2.957344329,2.957448021,1,,,,,f,t,
9111,167,167,f,t,t,t,2.957523183,2.95762015,1,,,,,f,t,
9112,167,167,f,f,t,t,2.95768412,2.957783623,1,,,,,f,t,
9113,167,167,f,t,f,f,2.957849641,2.957849641,1,,,,,,,
9109,336,336,f,f,t,t,2.955734514,2.957993021,1,,,,,f,t,
9114,336,336,f,t,t,t,2.958054572,2.958262639,1,,,,,f,t,
9115,337,337,f,t,t,t,2.958068403,2.958948854,1,,,,,f,t,
9117,337,337,f,t,f,f,2.959009907,2.959009907,1,,,,,,,
9118,321,321,f,f,f,f,2.961632407,2.961632407,1,,,,,,,
9046,321,169,f,f,t,f,2.910842014,2.961727558,2,206,205,0,0,f,t,0
9119,284,321,,f,f,f,2.961858461,2.961858681,5,,,,,,,
3274,228,244,f,f,t,t,2.626919699,2.962586991,2,207,233,0,0,t,t,67
9116,336,336,f,t,t,t,2.958325313,2.964006319,1,,,,,f,t,
4195,115,231,t,f,t,t,2.729087153,3.087239537,6,181,-621,0,0,f,t,0
4355,272,231,t,f,t,t,2.729115613,3.087239618,6,199,207,0,0,f,f,0
4418,334,231,f,f,t,t,2.729127593,3.087239687,6,219,181,0,0,f,f,0
4417,336,231,t,f,t,t,2.729127569,3.087239792,6,209,123,0,0,f,f,0
6070,332,231,t,f,t,t,2.805709433,3.088162234,5,232,190,0,0,f,f,0
5905,167,231,f,f,t,t,2.805681956,3.088162326,5,200,156,0,0,f,t,1
6072,336,231,t,f,t,t,2.805709861,3.088162431,5,230,120,0,0,f,f,0
3458,236,244,f,f,t,t,2.64024809,2.963766875,4,250,216,0,0,t,t,28
9125,339,339,f,f,t,t,2.971156609,2.971662766,1,,,,,f,t,
9129,339,339,f,t,f,f,2.972319977,2.972319977,1,,,,,,,
9134,340,340,f,t,t,t,2.976309595,2.976434491,1,,,,,f,t,
9136,340,340,t,f,t,t,2.976785845,2.977015903,1,,,,,f,t,
9139,340,340,f,f,t,t,2.97728,2.977299896,1,,,,,f,t,
9142,340,340,t,t,t,t,2.977561377,2.977587002,1,,,,,f,t,
9143,340,340,t,f,t,t,2.977645995,2.977664109,1,,,,,f,t,
9144,340,340,f,t,f,f,2.977724248,2.977724248,1,,,,,,,
9152,342,342,f,t,f,f,2.984297002,2.984297002,1,,,,,,,
11680,101,95,f,t,t,t,3.131311366,3.131975775,5,196,205,0,80,t,t,126
1463,82,2,f,f,t,t,2.140828588,2.992331169,2,246,166,0,0,t,t,41
9158,329,329,f,f,f,f,2.992448356,2.992448356,1,,,,,,,
1194,2,2,f,t,t,t,1.627370312,2.995137697,1,,,,,f,t,
9161,344,344,f,t,t,t,2.999974317,3.000620093,1,,,,,f,t,
9162,344,344,f,t,t,t,3.000681019,3.0008725,1,,,,,f,t,
9167,296,296,t,f,t,t,3.00857603,3.008776725,1,,,,,f,t,
9175,270,115,,t,f,f,3.016727118,3.016727292,5,,,,,,,
9173,296,296,f,t,t,t,3.013398403,4.114341227,1,,,,,f,t,
9182,57,346,,f,f,f,3.030400116,3.030400336,2,,,,,,,
3639,1,69,t,f,t,t,2.65779912,3.338532674,2,157,192,0,0,t,t,66
9190,198,346,,f,f,f,3.031055035,3.031055637,4,,,,,,,
9176,99,99,f,t,t,t,3.01884162,3.031917616,1,,,,,f,t,
9194,348,348,f,t,f,f,3.033113218,3.033113218,1,,,,,,,
9193,347,347,f,t,t,t,3.032952326,3.03349794,1,,,,,f,t,
9197,347,347,f,t,t,t,3.033734433,3.03379684,1,,,,,f,t,
9198,99,99,f,f,t,t,3.033832141,3.03387169,1,,,,,f,t,
9202,99,99,f,t,t,t,3.034086921,3.034130301,1,,,,,f,t,
9203,99,99,f,t,t,t,3.03419235,3.034232176,1,,,,,f,t,
11724,95,101,t,f,t,t,3.135669201,3.135881007,5,-2,324,100,0,t,t,126
9211,160,237,,t,f,f,3.035517234,3.035517569,4,,,,,,,
5070,342,231,f,f,t,t,2.803866447,3.449215567,2,250,112,0,0,f,f,0
9221,223,244,,f,f,f,3.040355347,3.040355567,5,,,,,,,
9227,349,349,f,t,t,t,3.042634595,3.042748785,1,,,,,f,t,
9229,349,349,f,t,f,f,3.042811794,3.042811794,1,,,,,,,
11687,95,101,t,f,t,t,3.132192211,3.132494699,5,184,203,80,0,t,t,126
9234,29,349,,t,f,f,3.043805313,3.043805579,5,,,,,,,
9238,352,352,f,f,t,t,3.046101991,3.047783171,1,,,,,f,t,
9239,352,352,f,t,t,t,3.047847361,3.047935741,1,,,,,f,t,
6830,94,231,f,f,t,t,2.805945671,3.086907569,3,164,-215,0,0,f,f,1
5975,237,231,t,f,t,t,2.805693333,3.088162523,5,182,-125,100,0,f,t,3
6016,276,231,f,f,t,t,2.805700127,3.088162627,5,204,-252,0,0,f,f,0
5074,344,231,f,f,t,t,2.803867998,3.449215671,2,250,40,0,0,f,f,0
11739,264,143,t,t,t,t,3.136552245,3.496138912,5,201,117,100,0,f,f,0
11686,101,95,f,t,t,t,3.132141493,3.132865231,5,184,163,0,80,t,t,126
9130,187,187,t,f,t,t,2.972328669,3.642589317,1,,,,,f,t,
11734,375,2,,f,f,f,3.136350289,3.13635044,2,,,,,,,
11695,95,101,t,f,t,t,3.133063634,3.133421296,5,121,198,100,0,t,t,126
9141,112,111,f,t,t,f,2.977412928,4.425920914,4,200,162,100,100,f,f,1
11692,101,95,f,t,t,t,3.132755035,3.133527106,5,205,100,0,100,t,t,126
11699,117,117,t,t,t,t,3.133637951,3.133700984,1,,,,,f,t,
11700,101,101,f,f,t,t,3.133704549,3.133737002,1,,,,,f,t,
